TIMESTAMP_START,TIMESTAMP_END,P_F,P_F_actual,TA_F,SW_IN_F_j_m,SW_IN_F,VPD_Kpa,VPD_F,WS_F,USTAR,PPFD_IN,CO2_F,PA_F,RH,Salinity,Water_depth_placeholder
5/1/2024 3:30,5/1/2024 4:00,0.128965825,10,24.51986084,0,0,0.15839011,1.5839011,5.945960495,0.31152275,0,410,100.880834,94.85462768,37,2
5/1/2024 4:00,5/1/2024 4:30,0.131197274,10,24.47953186,0,0,0.148286881,1.482868806,6.135355922,0.32421082,0,410,100.8586523,95.1712054,37,2
5/1/2024 4:30,5/1/2024 5:00,0.083070248,10,24.54725037,0,0,0.155365489,1.553654894,5.964026429,0.3189781,0.786311507,410,100.8538418,94.96114061,37,2
5/1/2024 5:00,5/1/2024 5:30,0.034943223,10,24.61496887,0,0,0.16247953,1.624795295,5.794981981,0.31374538,1.572623014,410,100.8490313,94.75169672,37,2
5/1/2024 5:30,5/1/2024 6:00,0.033389777,10,24.66464386,0,0,0.16158508,1.615850804,5.902493102,0.30876779,2.358934522,410,100.8581387,94.79605191,37,2
5/1/2024 6:00,5/1/2024 6:30,0.031836331,10,24.71431885,0,0,0.160684168,1.606841676,6.016889819,0.3037902,3.145246029,410,100.8672461,94.84039209,37,2
5/1/2024 6:30,5/1/2024 7:00,0.029239804,10,24.76799927,402,0.111666667,0.162239269,1.622392686,6.183906883,0.29969632,3.931557536,410,100.8776445,94.8071211,37,2
5/1/2024 7:00,5/1/2024 7:30,0.026643276,10,24.82167969,804,0.223333333,0.163801299,1.638012986,6.363093786,0.29560244,4.717869043,410,100.888043,94.77388782,37,2
5/1/2024 7:30,5/1/2024 8:00,0.018902123,10,24.93659363,45536,12.64888889,0.177256188,1.772561881,6.625843459,0.29287636,62.17979515,410,100.9137129,94.38322076,37,2
5/1/2024 8:00,5/1/2024 8:30,0.01116097,10,25.05150757,90268,25.07444444,0.190820942,1.908209422,6.895874936,0.29015028,119.6417212,410,100.9393828,93.99463852,37,2
5/1/2024 8:30,5/1/2024 9:00,0.085264444,10,25.13633118,194587,54.05194444,0.204894525,2.048945247,7.272809005,0.29029169,177.1036474,410,100.937291,93.584201,37,2
5/1/2024 9:00,5/1/2024 9:30,0.159367919,10,25.22115479,298906,83.02944444,0.21903789,2.190378896,7.652200481,0.2904331,234.5655735,410,100.9351992,93.17585357,37,2
5/1/2024 9:30,5/1/2024 10:00,0.195078552,10,25.43172607,546217,151.7269444,0.261508804,2.615088042,7.826103789,0.28766566,292.0274996,410,100.9355176,91.95396917,37,2
5/1/2024 10:00,5/1/2024 10:30,0.230789185,10,25.64229736,793528,220.4244444,0.304421501,3.044215006,8.00021498,0.28489822,349.4894257,410,100.9358359,90.74991572,37,2
5/1/2024 10:30,5/1/2024 11:00,0.172577798,10,25.93394623,1119385,310.9402778,0.332925702,3.329257024,7.889202328,0.29262796,401.9250711,410,100.9343828,90.05698278,37,2
5/1/2024 11:00,5/1/2024 11:30,0.114366412,10,26.22559509,1445242,401.4561111,0.362056014,3.620560143,7.779002196,0.3003577,454.3607166,410,100.9329297,89.37170176,37,2
5/1/2024 11:30,5/1/2024 12:00,0.072747469,10,26.41078339,1525302,423.695,0.409485895,4.094858946,7.713971355,0.31214243,506.796362,410,100.9295098,88.1099389,37,2
5/1/2024 12:00,5/1/2024 12:30,0.031128526,10,26.59597168,1605362,445.9338889,0.457244516,4.572445162,7.649007924,0.32392716,559.2320074,410,100.9260898,86.86719561,37,2
5/1/2024 12:30,5/1/2024 13:00,0.025562942,10,26.84414063,1879787,522.1630556,0.534596766,5.345967662,7.786906358,0.336931795,611.6676529,410,100.9005918,84.86791342,37,2
5/1/2024 13:00,5/1/2024 13:30,0.019997358,10,27.09230957,2154212,598.3922222,0.61240533,6.124053297,7.924820252,0.34993643,664.1032983,410,100.8750938,82.91610605,37,2
5/1/2024 13:30,5/1/2024 14:00,0.009998679,10,27.23784027,2351973,653.3258333,0.667265207,6.67265207,7.889075522,0.362671735,634.0390338,410,100.8310234,81.54376737,37,2
5/1/2024 14:00,5/1/2024 14:30,0,10,27.38337097,2549734,708.2594444,0.722182369,7.221823689,7.858202084,0.37540704,603.9747693,410,100.7869531,80.19420865,37,2
5/1/2024 14:30,5/1/2024 15:00,0,10,27.46557007,2634327,731.7575,0.757136521,7.571365209,7.887464713,0.38370639,573.9105048,410,100.745832,79.33516774,37,2
5/1/2024 15:00,5/1/2024 15:30,0,10,27.54776917,2718920,755.2555556,0.792074138,7.920741379,7.926502234,0.39200574,543.8462402,410,100.7047109,78.48520612,37,2
5/1/2024 15:30,5/1/2024 16:00,0,10,27.5295578,2617333,727.0369444,0.800972157,8.009721566,8.05534585,0.38980287,513.7819757,410,100.6808809,78.22035006,37,2
5/1/2024 16:00,5/1/2024 16:30,0,10,27.51134644,2515746,698.8183333,0.809824177,8.098241771,8.196475947,0.3876,483.7177112,410,100.6570508,77.95620331,37,2
5/1/2024 16:30,5/1/2024 17:00,0.000864267,10,27.30027161,2239824,622.1733333,0.766542538,7.665425382,8.40740133,0.39087811,446.7872932,410,100.6182539,78.87516187,37,2
5/1/2024 17:00,5/1/2024 17:30,0.001728535,10,27.08919678,1963902,545.5283333,0.723742456,7.237424556,8.637941816,0.39415622,409.8568753,410,100.579457,79.80651804,37,2
5/1/2024 17:30,5/1/2024 18:00,0.033579767,10,26.84866486,1572133,436.7036111,0.697163283,6.971632829,8.817374842,0.39572382,372.9264574,410,100.5584863,80.27161249,37,2
5/1/2024 18:00,5/1/2024 18:30,0.065430999,10,26.60813293,1180364,327.8788889,0.671027671,6.710276712,9.01635463,0.39729142,335.9960394,410,100.5375156,80.74078375,37,2
5/1/2024 18:30,5/1/2024 19:00,0.125482678,10,26.26788483,840313,233.4202778,0.570352278,5.703522779,8.627652671,0.390593585,299.0656215,410,100.5483105,83.29880741,37,2
5/1/2024 19:00,5/1/2024 19:30,0.185534358,10,25.92763672,500262,138.9616667,0.470568584,4.705685842,8.241170978,0.38389575,262.1352036,410,100.5591055,85.94095359,37,2
5/1/2024 19:30,5/1/2024 20:00,0.124360435,10,25.73768768,291038.5,80.84402778,0.406340226,4.063402259,7.60568142,0.384830975,218.446003,410,100.5961777,87.72262631,37,2
5/1/2024 20:00,5/1/2024 20:30,0.063186511,10,25.54773865,81815,22.72638889,0.342259505,3.422595046,6.970235197,0.3857662,174.7568024,410,100.63325,89.54170342,37,2
5/1/2024 20:30,5/1/2024 21:00,0.071180984,10,25.45939026,40907.5,11.36319444,0.310053774,3.100537743,6.861050877,0.39213472,131.0676018,410,100.6240234,90.47600446,37,2
5/1/2024 21:00,5/1/2024 21:30,0.079175457,10,25.37104187,0,0,0.277858349,2.778583486,6.772261982,0.39850324,87.37840118,410,100.6147969,91.42006757,37,2
5/1/2024 21:30,5/1/2024 22:00,0.043020584,10,25.30800781,0,0,0.253866618,2.538666183,6.783926238,0.409986255,43.68920059,410,100.6414707,92.13149141,37,2
5/1/2024 22:00,5/1/2024 22:30,0.00686571,10,25.24497375,0,0,0.229872769,2.298727694,6.817963214,0.42146927,0,410,100.6681445,92.84842756,37,2
5/1/2024 22:30,5/1/2024 23:00,0.004721805,10,25.21582947,0,0,0.219844958,2.19844958,6.734029625,0.42911312,0,410,100.6793672,93.14853992,37,2
5/1/2024 23:00,5/1/2024 23:30,0.002577901,10,25.18668518,0,0,0.209819736,2.098197357,6.662667967,0.43675697,0,410,100.6905898,93.44963151,37,2
5/1/2024 23:30,5/2/2024 0:00,0.003106892,10,25.19629822,0,0,0.211683552,2.116835521,6.669623976,0.42257482,0,410,100.6955293,93.39522245,37,2
5/2/2024 0:00,5/2/2024 0:30,0.003635883,10,25.20591125,0,0,0.213548282,2.135482821,6.679599637,0.40839267,0,410,100.7004688,93.34084897,37,2
5/2/2024 0:30,5/2/2024 1:00,0.007007271,10,25.21446381,0.5,0.000138889,0.214702815,2.147028147,6.860812652,0.381848455,0,410,100.6876934,93.30825119,37,2
5/2/2024 1:00,5/2/2024 1:30,0.010378659,10,25.22301636,1,0.000277778,0.215858005,2.158580048,7.042169507,0.35530424,0,410,100.674918,93.27566759,37,2
5/2/2024 1:30,5/2/2024 2:00,0.039130449,10,25.26138458,0.5,0.000138889,0.197556557,1.975565572,7.33742068,0.35372937,0,410,100.5910352,93.85981082,37,2
5/2/2024 2:00,5/2/2024 2:30,0.06788224,10,25.29975281,0,0,0.179078464,1.79078464,7.636278583,0.3521545,0,410,100.5071523,94.44680096,37,2
5/2/2024 2:30,5/2/2024 3:00,0.046364963,10,25.26910553,0,0,0.181188894,1.811888935,7.550244899,0.35756603,0,410,100.499207,94.37111279,37,2
5/2/2024 3:00,5/2/2024 3:30,0.024847686,10,25.23845825,0,0,0.183290394,1.832903939,7.46651961,0.36297756,0,410,100.4912617,94.29544256,37,2
5/2/2024 3:30,5/2/2024 4:00,0.047553331,10,25.21534119,0,0,0.188803763,1.888037632,7.366060675,0.36015188,0,410,100.494166,94.11576676,37,2
5/2/2024 4:00,5/2/2024 4:30,0.070258975,10,25.19222412,0,0,0.19429403,1.942940296,7.269601986,0.3573262,0,410,100.4970703,93.936327,37,2
5/2/2024 4:30,5/2/2024 5:00,0.074263662,10,25.16594849,0,0,0.194842346,1.948423459,7.176879796,0.35415911,3.129959793,410,100.5047617,93.90970315,37,2
5/2/2024 5:00,5/2/2024 5:30,0.078268349,10,25.13967285,0,0,0.195388539,1.95388539,7.089832323,0.35099202,6.259919586,410,100.5124531,93.8830754,37,2
5/2/2024 5:30,5/2/2024 6:00,0.07526353,10,25.11441956,0,0,0.195836323,1.958363229,6.950158266,0.35788771,9.389879379,410,100.5100918,93.85983658,37,2
5/2/2024 6:00,5/2/2024 6:30,0.072258711,10,25.08916626,0,0,0.196282385,1.962823846,6.81480139,0.3647834,12.51983917,410,100.5077305,93.83659399,37,2
5/2/2024 6:30,5/2/2024 7:00,0.063141435,10,25.07168732,575,0.159722222,0.198632067,1.986320674,6.663599075,0.384679435,15.64979897,410,100.527625,93.75631911,37,2
5/2/2024 7:00,5/2/2024 7:30,0.05402416,10,25.05420837,1150,0.319444444,0.200975392,2.009753921,6.515321886,0.40457547,18.77975876,410,100.5475195,93.67608296,37,2
5/2/2024 7:30,5/2/2024 8:00,0.050183386,10,25.13606415,67817,18.83805556,0.226205304,2.262053039,6.644640468,0.40246031,211.0842582,410,100.5757285,92.91679061,37,2
5/2/2024 8:00,5/2/2024 8:30,0.046342611,10,25.21791992,134484,37.35666667,0.251473684,2.514736842,6.780171345,0.40034515,403.3887576,410,100.6039375,92.16380603,37,2
5/2/2024 8:30,5/2/2024 9:00,0.041201711,10,25.45093689,350879,97.46638889,0.301593061,3.015930605,7.028630939,0.398999005,595.6932571,410,100.6180332,90.73124446,37,2
5/2/2024 9:00,5/2/2024 9:30,0.03606081,10,25.68395386,567274,157.5761111,0.352246856,3.522468564,7.281150149,0.39765286,787.9977565,410,100.6321289,89.32309658,37,2
5/2/2024 9:30,5/2/2024 10:00,0.042431056,10,26.08712921,944794,262.4427778,0.441009091,4.410090909,7.598567311,0.396690215,980.3022559,410,100.6430566,86.94772869,37,2
5/2/2024 10:00,5/2/2024 10:30,0.048801303,10,26.49030457,1322314,367.3094444,0.531417744,5.314177439,7.91605589,0.39572757,1172.606755,410,100.6539844,84.64157677,37,2
5/2/2024 10:30,5/2/2024 11:00,0.033967197,10,26.68895111,1424291,395.6363889,0.580978745,5.809787447,7.874669106,0.389561235,1034.58152,410,100.6579082,83.40436857,37,2
5/2/2024 11:00,5/2/2024 11:30,0.019133091,10,26.88759766,1526268,423.9633333,0.630932625,6.309326252,7.833954975,0.3833949,896.5562842,410,100.661832,82.18658792,37,2
5/2/2024 11:30,5/2/2024 12:00,0.018313527,10,27.11329041,1727295,479.8041667,0.689428505,6.894285054,7.838027124,0.3743116,758.5310486,410,100.6617148,80.79107818,37,2
5/2/2024 12:00,5/2/2024 12:30,0.017493963,10,27.33898315,1928322,535.645,0.748433518,7.48433518,7.842102546,0.3652283,620.505813,410,100.6615977,79.4208983,37,2
5/2/2024 12:30,5/2/2024 13:00,0.019349158,10,27.39138947,1908258,530.0716667,0.786134432,7.861344322,7.773109687,0.36419076,482.4805774,410,100.6483242,78.45043877,37,2
5/2/2024 13:00,5/2/2024 13:30,0.021204352,10,27.44379578,1888194,524.4983333,0.823652251,8.236522507,7.704147114,0.36315322,344.4553418,410,100.6350508,77.49109029,37,2
5/2/2024 13:30,5/2/2024 14:00,0.02104789,10,27.34505615,1834597,509.6102778,0.857953377,8.57953377,7.400453459,0.36403426,328.9105841,410,100.605957,76.41789661,37,2
5/2/2024 14:00,5/2/2024 14:30,0.020891428,10,27.24631653,1781000,494.7222222,0.891413731,8.914137311,7.174256563,0.3649153,313.3658264,410,100.5768633,75.35616317,37,2
5/2/2024 14:30,5/2/2024 15:00,0.502020121,10,26.95005951,1482996,411.9433333,0.808723293,8.087232931,6.535304017,0.37793475,297.8210687,410,100.5650957,77.25051098,37,2
5/2/2024 15:00,5/2/2024 15:30,0.983148813,10,26.65380249,1184992,329.1644444,0.726836079,7.268360791,5.996316562,0.3909542,282.276311,410,100.5533281,79.19499654,37,2
5/2/2024 15:30,5/2/2024 16:00,1.346886158,10,26.15813599,1117985,310.5513889,0.569747832,5.697478318,5.358558663,0.388468535,266.7315533,410,100.5593105,83.20809424,37,2
5/2/2024 16:00,5/2/2024 16:30,1.710623503,10,25.66246948,1050978,291.9383333,0.414188397,4.141883966,5.612940169,0.38598287,251.1867957,410,100.565293,87.42960134,37,2
5/2/2024 16:30,5/2/2024 17:00,2.585619688,10,25.03668365,772744,214.6511111,0.318617434,3.186174336,5.834606402,0.38516587,224.261964,410,100.5684199,89.96387637,37,2
5/2/2024 17:00,5/2/2024 17:30,3.460615873,10,24.41089783,494510,137.3638889,0.226707324,2.267073238,6.116099835,0.38434887,197.3371323,410,100.5715469,92.5871609,37,2
5/2/2024 17:30,5/2/2024 18:00,2.227947116,10,24.29934845,442540,122.9277778,0.226594953,2.265949528,6.589946115,0.37978676,170.4123006,410,100.5178418,92.54119667,37,2
5/2/2024 18:00,5/2/2024 18:30,0.995278358,10,24.18779907,390570,108.4916667,0.226474418,2.264744184,7.689427986,0.37522465,143.4874689,410,100.4641367,92.49517705,37,2
5/2/2024 18:30,5/2/2024 19:00,0.514730811,10,24.14250336,340962,94.71166667,0.237366382,2.373663816,7.436039429,0.360448425,116.5626372,410,100.4820586,92.11285632,37,2
5/2/2024 19:00,5/2/2024 19:30,0.034183264,10,24.09720764,291354,80.93166667,0.248163789,2.481637886,7.185197323,0.3456722,89.63780548,410,100.4999805,91.73165467,37,2
5/2/2024 19:30,5/2/2024 20:00,0.02444908,10,24.13746033,210101.75,58.36159722,0.260348386,2.603483858,6.18318111,0.32197029,74.69817123,410,100.5394707,91.34660059,37,2
5/2/2024 20:00,5/2/2024 20:30,0.014714897,10,24.17771301,128849.5,35.79152778,0.27254057,2.725405698,5.21446408,0.29826838,59.75853699,410,100.5789609,90.96319301,37,2
5/2/2024 20:30,5/2/2024 21:00,0.009011477,10,24.24942932,64424.75,17.89576389,0.260748239,2.607482386,4.95438703,0.28886968,44.81890274,410,100.5866563,91.39127501,37,2
5/2/2024 21:00,5/2/2024 21:30,0.003308058,10,24.32114563,0,0,0.248809439,2.488094392,4.697652569,0.27947098,29.87926849,410,100.5943516,91.82064741,37,2
5/2/2024 21:30,5/2/2024 22:00,0.001918525,10,24.42232666,0.25,6.94E-05,0.23452443,2.345244303,4.718751259,0.30796564,14.93963425,410,100.6147207,92.33680031,37,2
5/2/2024 22:00,5/2/2024 22:30,0.000528991,10,24.52350769,0.5,0.000138889,0.220002249,2.200022492,4.742296144,0.3364603,0,410,100.6350898,92.85468826,37,2
5/2/2024 22:30,5/2/2024 23:00,0.001225621,10,24.58732758,0.25,6.94E-05,0.209912725,2.099127248,4.592053828,0.37557924,0,410,100.6527656,93.20833484,37,2
5/2/2024 23:00,5/2/2024 23:30,0.00192225,10,24.65114746,0,0,0.199716699,1.997166993,4.451616903,0.41469818,0,410,100.6704414,93.56281298,37,2
5/2/2024 23:30,5/3/2024 0:00,0.002350658,10,24.7056366,0,0,0.194526801,1.94526801,4.286005782,0.41868943,0,410,100.6695684,93.75045851,37,2
5/3/2024 0:00,5/3/2024 0:30,0.002779067,10,24.76012573,0,0,0.189295287,1.892952869,4.149567548,0.42268068,0,410,100.6686953,93.93827734,37,2
5/3/2024 0:30,5/3/2024 1:00,0.002086163,10,24.78419647,-1,-0.000277778,0.187913882,1.879138818,4.182362409,0.36595869,0,410,100.6636094,93.99115005,37,2
5/3/2024 1:00,5/3/2024 1:30,0.001393259,10,24.80826721,-2,-0.000555556,0.186527855,1.865278545,4.236884912,0.3092367,0,410,100.6585234,94.0440295,37,2
5/3/2024 1:30,5/3/2024 2:00,0.043783337,10,24.45525513,-1,-0.000277778,0.201141035,2.01141035,5.63520635,0.27879822,0,410,100.6537578,93.44055261,37,2
5/3/2024 2:00,5/3/2024 2:30,0.086173415,10,24.10224304,0,0,0.215045294,2.150452938,7.095548387,0.24835974,0,410,100.6489922,92.83726342,37,2
5/3/2024 2:30,5/3/2024 3:00,0.043354928,10,24.36019287,0,0,0.21963061,2.196306104,6.846833467,0.25116477,0,410,100.618332,92.79672923,37,2
5/3/2024 3:00,5/3/2024 3:30,0.000536442,10,24.6181427,0,0,0.224293969,2.242939689,6.750379298,0.2539698,0,410,100.5876719,92.75638228,37,2
5/3/2024 3:30,5/3/2024 4:00,0.000268221,10,24.73835144,0,0,0.209066135,2.090661352,6.565615727,0.244122185,0,410,100.5759453,93.29645842,37,2
5/3/2024 4:00,5/3/2024 4:30,0,10,24.85856018,0,0,0.193550922,1.935509221,6.450350001,0.23427457,0,410,100.5642188,93.83828779,37,2
5/3/2024 4:30,5/3/2024 5:00,0.000424683,10,24.89760742,0,0,0.198027688,1.980276881,6.299621584,0.221319975,1.177050939,410,100.5639355,93.71042885,37,2
5/3/2024 5:00,5/3/2024 5:30,0.000849366,10,24.93665466,0,0,0.202516939,2.025169389,6.161166365,0.20836538,2.354101877,410,100.5636523,93.58279779,37,2
5/3/2024 5:30,5/3/2024 6:00,0.002935529,10,24.92788849,0,0,0.203435172,2.034351721,5.848592543,0.208915325,3.531152816,410,100.587623,93.5503329,37,2
5/3/2024 6:00,5/3/2024 6:30,0.005021691,10,24.91912231,0,0,0.20435221,2.043522096,5.536053014,0.20946527,4.708203754,410,100.6115938,93.51787354,37,2
5/3/2024 6:30,5/3/2024 7:00,0.024601817,10,24.90335999,624,0.173333333,0.202205636,2.022056355,5.296327973,0.288249645,5.885254693,410,100.6438691,93.57993467,37,2
5/3/2024 7:00,5/3/2024 7:30,0.044181943,10,24.88759766,1248,0.346666667,0.200061291,2.000612908,5.059875658,0.36703402,7.062305632,410,100.6761445,93.64204664,37,2
5/3/2024 7:30,5/3/2024 8:00,0.046774745,10,24.95688019,48645,13.5125,0.213142743,2.131427434,5.017690327,0.361497075,73.57893572,410,100.7169922,93.25423051,37,2
5/3/2024 8:00,5/3/2024 8:30,0.049367547,10,25.02616272,96042,26.67833333,0.226271169,2.262711689,4.999917121,0.35596013,140.0955658,410,100.7578398,92.86822246,37,2
5/3/2024 8:30,5/3/2024 9:00,0.040829182,10,25.13813934,173140,48.09444444,0.251873125,2.518731253,5.232212951,0.352211265,206.6121959,410,100.7705684,92.1140231,37,2
5/3/2024 9:00,5/3/2024 9:30,0.032290816,10,25.25011597,250238,69.51055556,0.277593084,2.775930835,5.474279425,0.3484624,273.128826,410,100.7832969,91.36644057,37,2
5/3/2024 9:30,5/3/2024 10:00,0.025056303,10,25.39847717,353870,98.29722222,0.310256915,3.102569154,5.754672472,0.33910197,339.6454561,410,100.8127852,90.43523632,37,2
5/3/2024 10:00,5/3/2024 10:30,0.017821789,10,25.54683838,457502,127.0838889,0.343135128,3.431351279,6.037218869,0.32974154,406.1620862,410,100.8422734,89.51438739,37,2
5/3/2024 10:30,5/3/2024 11:00,0.066012144,10,25.65352783,580160,161.1555556,0.362947147,3.629471472,6.100011242,0.3091439,466.6900861,410,100.8601641,88.97890706,37,2
5/3/2024 11:00,5/3/2024 11:30,0.114202499,10,25.76021729,702818,195.2272222,0.38287372,3.8287372,6.195809042,0.28854626,527.2180859,410,100.8780547,88.44708141,37,2
5/3/2024 11:30,5/3/2024 12:00,0.066831708,10,25.85436401,772162,214.4894444,0.406581083,4.065810829,6.316317097,0.27370238,587.7460858,410,100.898584,87.7999173,37,2
5/3/2024 12:00,5/3/2024 12:30,0.019460917,10,25.94851074,841506,233.7516667,0.43037065,4.303706503,6.479590047,0.2588585,648.2740857,410,100.9191133,87.15779983,37,2
5/3/2024 12:30,5/3/2024 13:00,0.026613474,10,26.08697662,937582,260.4394444,0.463111002,4.631110021,6.899878711,0.254789975,708.8020856,410,100.9206016,86.29346865,37,2
5/3/2024 13:00,5/3/2024 13:30,0.033766031,10,26.2254425,1033658,287.1272222,0.496040371,4.960403707,7.320571535,0.25072145,769.3300854,410,100.9220898,85.43840659,37,2
5/3/2024 13:30,5/3/2024 14:00,0.102356076,10,26.3478714,1411864,392.1844444,0.516962391,5.169623914,7.424817214,0.260843925,851.4094592,410,100.8992168,84.93342386,37,2
5/3/2024 14:00,5/3/2024 14:30,0.170946121,10,26.47030029,1790070,497.2416667,0.538035974,5.380359738,7.968270395,0.2709664,933.488833,410,100.8763438,84.43197248,37,2
5/3/2024 14:30,5/3/2024 15:00,0.098526478,10,26.40857849,1544904,429.14,0.57408681,5.740868101,7.776382618,0.282736085,1015.568207,410,100.8606191,83.32832871,37,2
5/3/2024 15:00,5/3/2024 15:30,0.026106834,10,26.34685669,1299738,361.0383333,0.609469421,6.094694208,7.617584112,0.29450577,1097.647581,410,100.8448945,82.23629618,37,2
5/3/2024 15:30,5/3/2024 16:00,0.013753772,10,26.38141785,1280855,355.7930556,0.627395117,6.273951173,7.626076901,0.297607,1179.726954,410,100.7982969,81.75104896,37,2
5/3/2024 16:00,5/3/2024 16:30,0.001400709,10,26.415979,1261972,350.5477778,0.645296288,6.452962879,7.670098443,0.30070823,1261.806328,410,100.7516992,81.26855253,37,2
5/3/2024 16:30,5/3/2024 17:00,0.000700355,10,26.38540802,1165705,323.8069444,0.632021157,6.320211569,7.787258384,0.310436725,1077.94147,410,100.7339238,81.6208151,37,2
5/3/2024 17:00,5/3/2024 17:30,0,10,26.35483704,1069438,297.0661111,0.618740164,6.187401635,7.917198438,0.32016522,894.0766125,410,100.7161484,81.97457231,37,2
5/3/2024 17:30,5/3/2024 18:00,0.002726912,10,26.34396515,1046412,290.67,0.611006594,6.110065944,8.039521957,0.341058375,710.2117548,410,100.7029844,82.18845716,37,2
5/3/2024 18:00,5/3/2024 18:30,0.005453825,10,26.33309326,1023386,284.2738889,0.603264756,6.032647563,8.193783978,0.36195153,526.346897,410,100.6898203,82.40286397,37,2
5/3/2024 18:30,5/3/2024 19:00,0.003322959,10,26.05121002,699169,194.2136111,0.516284805,5.162848045,8.004289146,0.36528063,342.4820392,410,100.7033574,84.68737828,37,2
5/3/2024 19:00,5/3/2024 19:30,0.001192093,10,25.76932678,374952,104.1533333,0.429835203,4.298352025,7.831156779,0.36860973,158.6171814,410,100.7168945,87.03704985,37,2
5/3/2024 19:30,5/3/2024 20:00,0.001188368,10,25.58297882,251552.875,69.87579861,0.389935463,3.89935463,7.380695285,0.368328335,132.1809845,410,100.7606641,88.10976431,37,2
5/3/2024 20:00,5/3/2024 20:30,0.001184642,10,25.39663086,128153.75,35.59826389,0.350381302,3.503813017,6.930354666,0.36804694,105.7447876,410,100.8044336,89.19707619,37,2
5/3/2024 20:30,5/3/2024 21:00,0.000592321,10,25.26108704,64076.75,17.79909722,0.332795954,3.327959535,7.165935436,0.37138018,79.3085907,410,100.8334863,89.65629749,37,2
5/3/2024 21:00,5/3/2024 21:30,0,10,25.12554321,-0.25,-6.94E-05,0.315371327,3.153713272,7.40201211,0.37471342,52.8723938,410,100.8625391,90.11853365,37,2
5/3/2024 21:30,5/3/2024 22:00,0,10,25.0701004,-0.375,-0.000104167,0.308594125,3.085941253,7.483326494,0.37913978,26.4361969,410,100.8894375,90.29892149,37,2
5/3/2024 22:00,5/3/2024 22:30,0,10,25.01465759,-0.5,-0.000138889,0.30184291,3.018429096,7.564642892,0.38356614,0,410,100.9163359,90.47977693,37,2
5/3/2024 22:30,5/3/2024 23:00,0,10,25.00949249,-0.25,-6.94E-05,0.300826741,3.008267405,7.32950253,0.38808343,0,410,100.9560625,90.50890791,37,2
