TIMESTAMP_START,TIMESTAMP_END,P_F,TA_F,SW_IN_F,VPD_F,WS_F,USTAR,PPFD_IN,CO2_F,PA_F,RH,LE_flux,LE_flux_pos,SF_2,SF_3,SF_5,SF_6,SF_7,SF_8
4/28/2010 16:00,4/28/2010 16:30,0,23.09,773.6118,15.0781945,3.89873697,0.19619691,1349,400,101.6098164,46.68,-185.6655556,185.6655556,0.015735629,0.005690764,0.034515738,0.030803725,0,0.004287336
4/28/2010 16:30,4/28/2010 17:00,0,22.945,676.0017,13.88015994,3.796452895,0.1988411,1365,400,101.5960235,50.795,-172.4738889,172.4738889,0.005250915,0.006302512,0.035418495,0.022929412,0,0.00493531
4/28/2010 17:00,4/28/2010 17:30,0,22.92,578.3916,14.73399015,3.71422517,0.20148528,1162,400,101.5822305,47.325,-159.2822222,159.2822222,0,0.003131882,0.023769319,0.033616954,0,0.002009036
4/28/2010 17:30,4/28/2010 18:00,0,22.305,438.78442,14.00552353,3.651098354,0.20142213,856.3,400,101.5690547,49.135,-143.2447222,143.2447222,0,0,0.019909423,0.041667913,0,0
4/28/2010 18:00,4/28/2010 18:30,0,21.785,299.17725,12.51483007,3.641615631,0.20135897,463,400,101.5558789,52.32,-127.2072222,127.2072222,0,0,0.006356102,0.028580914,0,0
4/28/2010 18:30,4/28/2010 19:00,0,22.14,205.4096,13.36742115,4.012108886,0.20030457,502.55,400,101.5429648,49.925,-117.7952778,117.7952778,0,0,0,0.011414216,0,0
4/28/2010 19:00,4/28/2010 19:30,0,21.435,111.64197,12.19786892,4.42165443,0.19925016,284.3,400,101.5300508,53.33,-108.3833333,108.3833333,0,0,0,0.014431973,0,0
4/28/2010 19:30,4/28/2010 20:00,0,20.425,61.533424,10.88594213,4.434860244,0.19813538,71.535,400,101.5385977,56.07,-102.9229167,102.9229167,0,0,0,0.005117987,0,0
4/28/2010 20:00,4/28/2010 20:30,0,19.795,11.424882,9.603562342,4.456038609,0.19702059,4.535,400,101.5471445,58.935,-97.4625,97.4625,0,0,0,0,0,0
4/28/2010 20:30,4/28/2010 21:00,0,19.635,5.712441,8.639528105,4.543055341,0.1987719,0,400,101.5460469,62.25,-95.306875,95.306875,0,0,0,0,0,0
4/28/2010 21:00,4/28/2010 21:30,0,19.845,0,9.194000253,4.642059467,0.2005232,0,400,101.5449492,60.18,-93.15125,93.15125,0,0,0,0,0,0
4/28/2010 21:30,4/28/2010 22:00,0,19.89,0,8.984241263,4.709953604,0.20520642,0,400,101.5714668,61.225,-91.12555556,91.12555556,0,0,0,0,0,0
4/28/2010 22:00,4/28/2010 22:30,0,19.935,0,8.926216036,4.79088659,0.20988965,0,400,101.5979844,61.545,-89.09986111,89.09986111,0,0,0,0,0,0
4/28/2010 22:30,4/28/2010 23:00,0,19.975,0,9.046431643,4.807168044,0.21812442,0,400,101.6110059,61.255,-86.92701389,86.92701389,0,0,0,0,0,0
4/28/2010 23:00,4/28/2010 23:30,0,20.015,0,8.351564014,4.82872744,0.22635919,0,400,101.6240273,64.21,-84.75416667,84.75416667,0,0,0,0,0,0
4/28/2010 23:30,4/29/2010 0:00,0,20.1,0,8.563405831,4.836040052,0.2316187,0,400,101.6150293,63.45,-84.3875,84.3875,0,0,0,0,0,0
4/29/2010 0:00,4/29/2010 0:30,0,20.155,0,8.331308685,4.843353126,0.23687822,0,400,101.6060313,64.65,-84.02083333,84.02083333,0,0,0,0,0,0
4/29/2010 0:30,4/29/2010 1:00,0,20.135,0,8.299232363,4.91747188,0.23818552,0,400,101.6073126,64.83,-82.745,82.745,0,0,0,0,0,0
4/29/2010 1:00,4/29/2010 1:30,0,19.92,0,8.244846733,4.993846983,0.23949283,0,400,101.6085938,64.92,-81.46916667,81.46916667,0,0,0,0,0,0
4/29/2010 1:30,4/29/2010 2:00,0,19.72,0,7.970935063,5.065648735,0.2121653,0,400,101.5894102,65.405,-83.81041667,83.81041667,0,0,0,0,0,0
4/29/2010 2:00,4/29/2010 2:30,0,19.18,0,7.346309902,5.140713407,0.18483776,0,400,101.5702266,67.615,-86.15166667,86.15166667,0,0,0,0,0,0
4/29/2010 2:30,4/29/2010 3:00,0,18.56,0,6.512064546,5.248286009,0.1717976,0,400,101.5443653,70.105,-78.14388889,78.14388889,0,0,0,0,0,0
4/29/2010 3:00,4/29/2010 3:30,0,18.675,0,5.701580782,5.35600131,0.15875745,0,400,101.5185039,73.005,-70.13611111,70.13611111,0,0,0,0,0,0
4/29/2010 3:30,4/29/2010 4:00,0,19.085,0,6.630082302,5.5604913,0.16085929,0.0045,400,101.5004258,70.015,-65.18194444,65.18194444,0,0,0,0,0,0
4/29/2010 4:00,4/29/2010 4:30,0,19.625,0,6.995348399,5.774871055,0.16296113,0.0025,400,101.4823477,68.6,-60.22777778,60.22777778,0,0.000314935,0,0,0,0
4/29/2010 4:30,4/29/2010 5:00,0,19.78,0,7.042368062,5.881892351,0.18445796,0,400,101.4657383,69.36,-59.11791667,59.11791667,0,0.000484172,0.000368637,0,0,0
4/29/2010 5:00,4/29/2010 5:30,0,19.825,0,7.005624458,6.002333427,0.20595479,0,400,101.4491289,69.7,-58.00805556,58.00805556,0,0.0006659,0.001104553,0,0,0
4/29/2010 5:30,4/29/2010 6:00,0,19.945,0,7.193691373,6.031769592,0.23622781,0,400,101.4397676,69.02,-61.15375,61.15375,0,0.000857958,0.001521038,0,0,0
4/29/2010 6:00,4/29/2010 6:30,0,19.955,0,7.128222361,6.079839256,0.26650083,0.0045,400,101.4304063,69.36,-64.29944444,64.29944444,0,0.001483855,0.002191007,0.002436948,0,0
4/29/2010 6:30,4/29/2010 7:00,0,20.235,9.648773,7.011516252,5.501739279,0.29420897,7.3645,400,101.4260918,70.12,-68.27972222,68.27972222,0,0.003947747,0.004186436,0.00801963,0,0
4/29/2010 7:00,4/29/2010 7:30,0,20.965,19.297546,7.427956655,4.92371122,0.32191712,79.77,400,101.4217773,69.335,-72.26,72.26,0.00029547,0.007133403,0.010479685,0.016527875,0.001610565,0
4/29/2010 7:30,4/29/2010 8:00,0,21.57,98.393234,7.892538077,4.645248493,0.35293928,263.85,400,101.427789,68.83,-77.21319444,77.21319444,3.25E-05,0.005632721,0.02070589,0.022546938,0.001556064,0
4/29/2010 8:00,4/29/2010 8:30,0,22.025,177.48892,8.136678406,4.369854085,0.38396144,486.75,400,101.4338008,68.8,-82.16638889,82.16638889,0.002960592,0.007756289,0.041484984,0.031024183,0.004657287,0
4/29/2010 8:30,4/29/2010 9:00,0,22.62,288.00824,8.677886631,4.407276527,0.38394558,724.8,400,101.4525078,67.92,-87.23513889,87.23513889,0.00815724,0.008391517,0.067247713,0.038343378,0.013315927,0.002298528
4/29/2010 9:00,4/29/2010 9:30,0,22.92,398.5276,8.784751274,4.457157538,0.38392973,961.5,400,101.4712148,68.215,-92.30388889,92.30388889,0.012309128,0.0068267,0.087322811,0.045302052,0.016135035,0.007307771
4/29/2010 9:30,4/29/2010 10:00,0,23.105,497.0741,9.347262772,4.932286524,0.35752434,1186.5,400,101.4997676,66.935,-97.60305556,97.60305556,0.012309128,0.011049991,0.095935676,0.049218044,0.0241338,0.014484371
4/29/2010 10:00,4/29/2010 10:30,0,23.02,595.6206,8.388976242,5.411607397,0.33111894,1394.5,400,101.5283203,70.175,-102.9022222,102.9022222,0.014717745,0.014993342,0.105519161,0.039575779,0.026539776,0.026878322
4/29/2010 10:30,4/29/2010 11:00,0,23.35,662.2816,8.783588423,6.06203796,0.30789563,1577,400,101.5433008,68.99,-110.9197222,110.9197222,0.01687354,0.016890173,0.1007791,0.037125453,0.01543932,0.030668993
4/29/2010 11:00,4/29/2010 11:30,0,23.545,728.9426,8.794458065,6.712536412,0.28467232,1736.5,400,101.5582813,69.59,-118.9372222,118.9372222,0.018356406,0.013522247,0.091003501,0.039451886,0.013404516,0.031404997
4/29/2010 11:30,4/29/2010 12:00,0,23.57,787.0686,8.581564191,7.200121413,0.26599523,1858.5,400,101.557129,70.505,-125.9583333,125.9583333,0.022220185,0.012802453,0.092656514,0.035742681,0.015347211,0.040244329
4/29/2010 12:00,4/29/2010 12:30,0.00355,23.44,845.1946,8.1022717,7.689643842,0.24731815,1962.5,400,101.5559766,71.95,-132.9794444,132.9794444,0.021037766,0.014621666,0.090432155,0.03538509,0.015995202,0.044301414
4/29/2010 12:30,4/29/2010 13:00,0,23.545,844.0703,7.552510314,8.154267851,0.24275255,2013.5,400,101.5346387,73.9,-131.2630556,131.2630556,0.02382753,0.016505717,0.091504957,0.038957766,0.014615914,0.045384397
4/29/2010 13:00,4/29/2010 13:30,0.00715,23.645,842.94604,7.913887348,8.620602577,0.23818696,1980,400,101.5133008,72.8,-129.5466667,129.5466667,0.026304169,0.016890173,0.082898679,0.036041663,0.014118926,0.044962021
4/29/2010 13:30,4/29/2010 14:00,0,23.76,901.7152,8.191582607,8.497169296,0.26533812,2019.5,400,101.4650606,72.125,-136.9394444,136.9394444,0.026724574,0.016505717,0.080527842,0.036041663,0.021091193,0.046721975
4/29/2010 14:00,4/29/2010 14:30,0.0008,23.85,960.4844,7.988916687,8.377549979,0.2924893,1985,400,101.4168203,72.845,-144.3322222,144.3322222,0.026724574,0.01766665,0.08565018,0.034084992,0.023244057,0.046416632
4/29/2010 14:30,4/29/2010 15:00,0,23.825,918.6317,8.157045685,7.909941781,0.2966267,1933,400,101.3675684,72.385,-140.1494444,140.1494444,0.025885943,0.015744418,0.086414768,0.033616536,0.017743739,0.043110081
4/29/2010 15:00,4/29/2010 15:30,0,23.855,876.77905,7.576454292,7.452564585,0.30076408,1870,400,101.3183164,74.395,-135.9666667,135.9666667,0.028859235,0.015744418,0.081472091,0.035682993,0.009701293,0.033919794
4/29/2010 15:30,4/29/2010 16:00,0,23.725,808.97424,7.202036828,7.143840219,0.3069572,1549,400,101.2737207,75.555,-127.6061111,127.6061111,0.029728321,0.014252583,0.079923687,0.030684009,0.006547946,0.037060729
4/29/2010 16:00,4/29/2010 16:30,0,23.82,741.16943,7.167260352,6.837778538,0.3131503,1432.5,400,101.229125,75.565,-119.2455556,119.2455556,0.017610449,0.011395032,0.070999031,0.026378818,0.002741898,0.032360109
4/29/2010 16:30,4/29/2010 17:00,0,23.595,653.7694,6.96753213,6.457789595,0.32042053,1328,400,101.1964863,76.36,-108.8891667,108.8891667,0.010985906,0.009697756,0.072015365,0.024833659,0.003983801,0.032253495
4/29/2010 17:00,4/29/2010 17:30,0,23.335,566.3694,6.507203425,6.106692718,0.32769078,994,400,101.1638477,77.455,-98.53277778,98.53277778,0.005276732,0.00936681,0.063589777,0.021077972,0.008262814,0.027734325
4/29/2010 17:30,4/29/2010 18:00,0,23.22,461.45874,6.367999325,5.973188185,0.33518916,834.75,400,101.1414727,77.74,-89.21638889,89.21638889,0.000151991,0.007133403,0.054280211,0.016855436,0.005889444,0.022826327
4/29/2010 18:00,4/29/2010 18:30,0,22.715,356.5481,5.169174581,5.903136239,0.34268755,446.85,400,101.1190977,81.5,-79.9,79.9,0,0.006523224,0.047710795,0.012095678,0.002833804,0.017477073
4/29/2010 18:30,4/29/2010 19:00,0,22.535,252.65234,4.666706443,6.462130586,0.34263986,284.25,400,101.1068829,83.05,-71.91444444,71.91444444,0,0.005632721,0.034646481,0.005152987,0.002175314,0.01708345
4/29/2010 19:00,4/29/2010 19:30,0,22.43,148.7566,4.15475059,7.046062646,0.34259218,94.135,400,101.094668,84.7,-63.92888889,63.92888889,0,0.006223029,0.027382834,0.001320015,0.003113302,0.019483733
4/29/2010 19:30,4/29/2010 20:00,0,22.395,81.43766,4.065920115,7.118413622,0.3408411,35.165,400,101.0895196,85,-57.40197917,57.40197917,0,0.0068267,0.023970712,0,0,0.020304243
4/29/2010 20:00,4/29/2010 20:30,0,22.38,14.118713,3.947799954,7.219853568,0.33909005,2.5365,400,101.0843711,85.4,-50.87506944,50.87506944,0,0.0068267,0.021912844,0,0,0.021694227
4/29/2010 20:30,4/29/2010 21:00,0,22.34,7.0593567,3.769919155,7.347489148,0.338697,0,400,101.0859258,86.05,-47.73111111,47.73111111,0,0.008391517,0.023554526,0,0,0.023783337
4/29/2010 21:00,4/29/2010 21:30,0,22.46,0,3.490427917,7.486062729,0.33830392,0,400,101.0874805,87.1,-44.58715278,44.58715278,0,0.009697756,0.0223198,0,0,0.022969091
4/29/2010 21:30,4/29/2010 22:00,0,22.59,0,3.626076048,7.676277911,0.34064835,0,400,101.1195547,86.7,-42.60385417,42.60385417,0,0.008391517,0.016834959,0,0,0.017740922
4/29/2010 22:00,4/29/2010 22:30,0,22.715,0,3.787649157,7.869567524,0.34299278,0,400,101.1516289,86.25,-40.62055556,40.62055556,0,0.007756289,0.013203958,0,0,0.015112273
4/29/2010 22:30,4/29/2010 23:00,0,22.675,0,3.69681364,8.039838522,0.33333832,0,400,101.1597246,86.6,-38.33916667,38.33916667,0,0.007756289,0.011481884,0,0,0.012645434
4/29/2010 23:00,4/29/2010 23:30,0,22.715,0,3.743961355,8.212387767,0.32368386,0,400,101.1678203,86.4,-36.05777778,36.05777778,0,0.007133403,0.009824834,0,0,0.009473302
4/29/2010 23:30,4/30/2010 0:00,0,22.765,0,4.05632874,8.206956183,0.321186,0,400,101.1428399,85.35,-33.24819444,33.24819444,0,0.006523224,0.008235693,0,0,0.006960484
4/30/2010 0:00,4/30/2010 0:30,0,22.82,0,4.729903335,8.20628909,0.31868815,0,400,101.1178594,82.95,-30.43861111,30.43861111,0,0,0,0,0,0
4/30/2010 0:30,4/30/2010 1:00,0,22.8,0,5.036044722,8.179456082,0.3192768,0,400,101.0860137,81.85,-29.37861111,29.37861111,0,0,0,0,0,0
4/30/2010 1:00,4/30/2010 1:30,0,22.78,0,4.650366465,8.162199214,0.31986547,0,400,101.054168,83.25,-28.31861111,28.31861111,0,0,0,0,0,0
4/30/2010 1:30,4/30/2010 2:00,0,22.735,0,4.343044733,8.158337737,0.36097243,0,400,101.010834,84.3,-27.96916667,27.96916667,0,0,0,0,0,0
4/30/2010 2:00,4/30/2010 2:30,0.0126,22.73,0,4.429121345,8.17001834,0.4020794,0,400,100.9675,83.95,-27.61972222,27.61972222,0,0,0,0,0,0
4/30/2010 2:30,4/30/2010 3:00,0,22.79,0,4.472951301,8.257981078,0.41296047,0,400,100.9409199,83.85,-29.95847222,29.95847222,0,0,0,0,0,0
4/30/2010 3:00,4/30/2010 3:30,0.0217,22.815,0,4.269140448,8.379946368,0.42384154,0,400,100.9143398,84.6,-32.29722222,32.29722222,0,0,0,0,0,0
4/30/2010 3:30,4/30/2010 4:00,0,22.875,0,4.123887361,8.135918862,0.41507542,0,400,100.8750723,85.2,-32.36513889,32.36513889,0,0,0,0,0,0
4/30/2010 4:00,4/30/2010 4:30,0.0094,22.895,0,3.891778088,7.924786029,0.4063093,0,400,100.8358047,86.05,-32.43305556,32.43305556,0,0,0,0,0,0
4/30/2010 4:30,4/30/2010 5:00,0,22.83,0,3.618102484,7.837414876,0.42689407,0,400,100.801539,87,-32.03944444,32.03944444,0,0,0,0,0,0
4/30/2010 5:00,4/30/2010 5:30,0.0141,22.83,0,3.502460663,7.760239808,0.44747883,0,400,100.7672734,87.4,-31.64583333,31.64583333,0,0,0,0,0,0
4/30/2010 5:30,4/30/2010 6:00,0,22.795,0,3.375368927,7.728628008,0.4587463,0,400,100.7537285,87.85,-30.47347222,30.47347222,0,0,0,0,0,0
4/30/2010 6:00,4/30/2010 6:30,0.0101,22.865,0,3.260268253,7.698212315,0.4700138,0,400,100.7401836,88.25,-29.30111111,29.30111111,0,0,0,0,0,0
4/30/2010 6:30,4/30/2010 7:00,0,23.115,6.3794436,3.478712033,8.454743886,0.47078818,6.2325,400,100.7424805,87.6,-25.42097222,25.42097222,0,0,0.000534851,0.001578436,0,0
4/30/2010 7:00,4/30/2010 7:30,0.0094,23.29,12.758887,3.689133298,9.21992746,0.47156256,42.29,400,100.7447773,87.05,-21.54083333,21.54083333,0,0,0.002040198,0.003513723,0,0
4/30/2010 7:30,4/30/2010 8:00,0,23.455,68.1473,3.68392766,9.3646706,0.45638227,143.65,400,100.7634219,87.15,-20.61388889,20.61388889,0,0,0.002040198,0.001698943,0,0
4/30/2010 8:00,4/30/2010 8:30,0.0033,23.56,123.53572,3.882329494,9.515621494,0.44120198,163.1,400,100.7820664,86.6,-19.68694444,19.68694444,0,0,0.003305238,0.002588827,0,0
4/30/2010 8:30,4/30/2010 9:00,0,23.825,212.38223,4.100582524,9.295606871,0.4339323,219.55,400,100.7914004,86,-23.27722222,23.27722222,0,0,0.004121088,0.001821218,0,0
4/30/2010 9:00,4/30/2010 9:30,0.0049,24.28,301.22876,4.707097167,9.081525529,0.42666262,477.75,400,100.8007344,84.25,-26.8675,26.8675,0,0,0.006471926,0.002070825,0,0
4/30/2010 9:30,4/30/2010 10:00,0,24.48,336.72668,5.078229627,9.601178248,0.4245784,576.8,400,100.8092774,83.35,-30.70097222,30.70097222,0,0,0.016311742,0.004947571,0,0
4/30/2010 10:00,4/30/2010 10:30,0.0285,24.585,372.2246,5.209236292,10.12087284,0.42249417,562.4,400,100.8178203,83.1,-34.53444444,34.53444444,0.000363071,0,0.022901536,0.006280627,0.000831582,0
4/30/2010 10:30,4/30/2010 11:00,0,24.72,386.20837,5.349000091,10.31958088,0.40478277,652.75,400,100.8132285,82.8,-35.45194444,35.45194444,0.001497932,0,0.025991225,0.008237291,0.00193647,0
4/30/2010 11:00,4/30/2010 11:30,0.071,24.965,400.19214,5.359807106,10.51992596,0.38707137,687.3,400,100.8086367,82.9,-36.36944444,36.36944444,0.002862462,0,0.028738335,0.007222336,0.00275122,0
4/30/2010 11:30,4/30/2010 12:00,0,25.09,544.67725,5.444341396,10.53409312,0.38851783,773,400,100.815502,82.85,-49.06694444,49.06694444,0.004122111,0,0.031576429,0.008756683,0.00322813,0
4/30/2010 12:00,4/30/2010 12:30,0.049,25.175,689.16235,5.526309476,10.55043666,0.38996428,712.2,400,100.8223672,82.7,-61.76444444,61.76444444,0.004652429,0,0.033029614,0.009908367,0.004159478,0
4/30/2010 12:30,4/30/2010 13:00,0,25.095,625.1135,4.995447626,10.23831428,0.37980273,603.05,400,100.7977168,84.35,-59.33888889,59.33888889,0.003106338,0,0.029674258,0.008713103,0.003654155,0
4/30/2010 13:00,4/30/2010 13:30,0.089,25.645,561.0647,5.454087956,9.930288106,0.36964118,750.65,400,100.7730664,83.05,-56.91333333,56.91333333,0.000893232,0,0.024651838,0.008151488,0.00124054,0
4/30/2010 13:30,4/30/2010 14:00,0,25.85,682.8336,6.066175284,9.853734511,0.3715817,917.5,400,100.7383496,81.8,-72.17666667,72.17666667,0.003106338,0,0.034011068,0.012030926,0.000395016,0
4/30/2010 14:00,4/30/2010 14:30,0.045,25.9,804.60254,6.123782915,9.781851977,0.37352222,944.5,400,100.7036328,81.6,-87.44,87.44,0.005473771,0,0.03907092,0.015458937,0.002442585,0
4/30/2010 14:30,4/30/2010 15:00,0,26.16,768.4049,6.592838027,9.816018339,0.37551218,1069,400,100.6766192,80.5,-87.43833333,87.43833333,0.008414498,0,0.04276522,0.016377658,0.004538952,0
4/30/2010 15:00,4/30/2010 15:30,0.034,25.855,732.2073,6.056305648,9.85236492,0.37750214,950,400,100.6496055,81.95,-87.43666667,87.43666667,0.009037233,0,0.04330331,0.017050448,0.005068,0
4/30/2010 15:30,4/30/2010 16:00,0,25.865,673.27136,5.964555806,9.523679815,0.37609455,856.5,400,100.61367,82.1,-83.17166667,83.17166667,0.006324377,0,0.036509135,0.014804766,9.11E-05,0
4/30/2010 16:00,4/30/2010 16:30,0.008,26.035,614.33545,6.139941224,9.195196361,0.37468696,834,400,100.5777344,81.75,-78.90666667,78.90666667,0.003106338,0,0.031097095,0.011420329,0,0
4/30/2010 16:30,4/30/2010 17:00,0,25.605,555.56714,5.508835376,9.210634549,0.38732633,521.05,400,100.5705664,83.4,-74.40055556,74.40055556,0.000363071,0,0.024651838,0.006932453,0,0
4/30/2010 17:00,4/30/2010 17:30,0.005,25.44,496.79883,5.050089508,9.232205243,0.3999657,422.75,400,100.5633984,84.55,-69.89444444,69.89444444,0,0,0.014769364,0.007014988,0,0
4/30/2010 17:30,4/30/2010 18:00,0,25.375,380.9801,4.766262609,9.029882876,0.40128535,359.55,400,100.5489414,85.3,-60.18916667,60.18916667,0,0,0.008055963,0.001608393,0,0
4/30/2010 18:00,4/30/2010 18:30,0.003,25.205,265.16138,4.641573838,8.83312568,0.402605,259.25,400,100.5344844,85.6,-50.48388889,50.48388889,0,0,0.006471926,0.003727155,0,0
4/30/2010 18:30,4/30/2010 19:00,0,25.05,181.5174,4.388651395,8.851751151,0.39738116,170.5,400,100.5343926,86.25,-44.65944444,44.65944444,0,0,0.00228274,0.002294483,0,0
4/30/2010 19:00,4/30/2010 19:30,0.004,24.86,97.87341,4.169399034,8.887626028,0.39215732,102.05,400,100.5343008,86.8,-38.835,38.835,0,0,0,0,0,0
